,Temp,FM,Psi,Date
0,19.08419342,0,-0.01641565,0
1,18.86607472,0,-0.016053523,0
2,19.08041498,0,-0.015446946,0
3,19.0584542,0,-0.013213108,0
4,19.04694021,0,-0.014285349,0
5,18.90790832,0,-0.013898757,0
6,18.88634311,0,-0.01468526,0
7,19.03886738,0,-0.014244055,0
8,19.14069665,0,-0.014611667,0
9,19.26228939,0,-0.01528278,0
10,19.30904122,0,-0.016769963,0
11,19.19762281,0,-0.016675009,0
12,19.32994896,0,-0.017240747,0
13,19.45148041,0,-0.017789914,0
14,19.55357112,0,-0.018534056,0
15,19.75725307,0,-0.019774438,0
16,20.11361235,0,-0.021261349,0
17,20.659473,0,-0.021456114,0
18,20.69001759,0,-0.02066884,0
19,20.23537587,0,-0.020310124,0
20,20.31744954,0,-0.019378974,0
21,20.2514556,0,-0.01915311,0
22,20.25451491,0,-0.019608009,0
23,20.07855083,0,-0.020977671,0
24,20.15213996,0,-0.021466808,0
25,20.51024706,0,-0.02205178,0
26,20.31598885,0,-0.021669154,0
27,20.11937515,0,-0.019925477,0
28,19.97575259,0,-0.021310667,0
29,20.04847642,0,-0.022676586,0
30,20.35947344,0,-0.024295222,0
31,20.24646492,0,-0.023125731,0
32,20.10790802,0,-0.021161097,0
33,20.15983834,0,-0.021945615,0
34,20.24252733,0,-0.019994371,0
35,20.16729279,0,-0.020580405,0
36,20.18706344,0,-0.021734767,0
37,20.11351594,0,-0.021723435,0
38,20.15405793,0,-0.020266925,0
39,20.12968901,0,-0.019506359,0
40,20.01716366,0,-0.019827983,0
41,20.27744637,0,-0.022101533,0
42,20.33650511,0,-0.022087521,0
43,20.19254022,0,-0.020771141,0
44,20.33033328,0,-0.022408797,0
45,20.20038827,0,-0.022915766,0
46,19.88059423,0,-0.02044947,0
47,20.06372913,0,-0.01947233,0
48,20.19362818,0,-0.018836071,0
49,20.23241577,0,-0.020112284,0
50,20.14529595,0,-0.018995495,0
51,19.99213569,0,-0.019316593,0
52,20.04681706,0,-0.019298629,0
53,20.37827472,0,-0.01942599,0
54,20.25347813,0,-0.019931761,0
55,19.99499219,0,-0.019528445,0
56,20.17759083,0,-0.01729132,0
57,20.29694907,0,-0.017581244,0
58,20.234809,0,-0.018217664,0
59,19.80484403,0,-0.016684137,0
60,19.43650451,0,-0.015796289,0
61,19.05961001,0,-0.01699472,0
62,18.87240958,0,-0.016384823,0
63,18.74623631,0,-0.015820908,0
64,18.67004897,0,-0.016593779,0
65,19.0696229,0,-0.017548514,0
66,19.1288345,0,-0.018661886,0
67,18.77320267,0,-0.019238125,0
68,18.8256043,0,-0.017428129,0
69,18.87818255,0,-0.017627075,0
70,19.08227154,0,-0.017247849,0
71,19.15493472,0,-0.015836388,0
72,18.83345125,0,-0.016374626,0
73,18.71470835,0,-0.014953983,0
74,18.57170242,0,-0.015184338,0
75,18.30956915,0,-0.014324171,0
76,18.05537755,0,-0.015133692,0
77,17.95453848,0,-0.013986349,0
78,17.83882793,0,-0.013776824,0
79,17.26166657,0,-0.012004432,0
80,16.82839009,0,-0.012080465,0
81,16.94762718,0,-0.013010869,0
82,17.53553181,0,-0.013602906,0
83,17.53689134,0,-0.012196318,0
84,17.36472168,0,-0.012471951,0
85,16.89803588,0,-0.011615687,0
86,16.31844869,0,-0.01077329,0
87,16.21092296,0,-0.010948374,0
88,16.30532608,0,-0.011657825,0
89,16.53346728,0,-0.012633956,0
90,16.39695913,0,-0.01228544,0
91,16.71213317,0,-0.01247036,0
92,16.7539543,0,-0.012406398,0
93,16.74509217,0,-0.011644994,0
94,16.32663012,0,-0.010769003,0
95,15.93395651,0,-0.010283279,0
96,16.20411676,0,-0.010584998,0
97,15.98963931,0,-0.011112295,0
98,15.57895439,0,-0.01036261,0
99,15.74408936,0,-0.010081969,0
100,15.56494114,0,-0.010077105,0
101,15.17133028,0,-0.009433642,0
102,15.33073188,0,-0.008824432,0
103,15.79073044,0,-0.00853069,0
104,15.34440879,0,-0.008315495,0
105,14.96984112,0,-0.007852801,0
106,14.48757407,0,-0.007945553,0
107,14.60108403,0,-0.00856064,0
108,14.87270698,0,-0.00909892,0
109,15.13484421,0,-0.008736649,0
110,15.1752929,0,-0.008077722,0
111,15.21518449,0,-0.007731227,0
112,14.30297467,0,-0.007404219,0
113,13.86559665,0,-0.007315482,0
114,14.08306855,0,-0.00710414,0
115,13.93647874,0,-0.007420966,0
116,14.08918214,0,-0.007602604,0
117,14.07556629,0,-0.007500711,0
118,13.71829286,0,-0.007513534,0
119,13.74036761,0,-0.007634767,0
120,13.55505229,0,-0.007705612,0
121,13.39219333,0,-0.007391476,0
122,13.1121855,0,-0.006920014,0
123,13.05717994,0,-0.006539267,0
124,12.97599987,0,-0.006326598,0
125,12.45848343,0,-0.006098978,0
126,11.95164001,0,-0.005534422,0
127,11.91079468,0,-0.005255772,0
128,11.69844712,0,-0.005378084,0
129,11.17454154,0,-0.005569223,0
130,11.34321941,0,-0.005592073,0
131,11.43107533,0,-0.004986002,0
132,10.89436426,0,-0.005191814,0
133,10.84187008,0,-0.005438204,0
134,11.59922595,0,-0.005612069,0
135,11.6511707,0,-0.005503929,0
136,11.03457336,0,-0.005575431,0
