"","Month","Day","mean_temp","mean_mois"
"1",1,1,278.640697024614,0.480148409829777
"2",1,2,278.622791729105,0.481042532065119
"3",1,3,278.606348318885,0.482789680592644
"4",1,4,278.388453670806,0.478163342916616
"5",1,5,278.159681135191,0.477295395365451
"6",1,6,277.70273840748,0.473042261636853
"7",1,7,277.356596096336,0.469332800377485
"8",1,8,277.544309689817,0.468158869823504
"9",1,9,277.72883867013,0.470240626315648
"10",1,10,277.066266213011,0.467715568660208
"11",1,11,277.318170891032,0.46664404518799
"12",1,12,277.579192840016,0.46742228340891
"13",1,13,277.828648095257,0.470079308889734
"14",1,14,278.07123721463,0.47105391012865
"15",1,15,277.421742487086,0.469996788254229
"16",1,16,277.920645471372,0.474600909905812
"17",1,17,278.114123626275,0.477979329832
"18",1,18,278.567216901275,0.481675434000317
"19",1,19,278.792377607421,0.483489255502228
"20",1,20,277.860642359317,0.478461431520709
"21",1,21,277.568920224936,0.474975820314597
"22",1,22,277.707175091864,0.480066109828012
"23",1,23,278.332087584194,0.481452973087424
"24",1,24,277.973342555482,0.478288068060102
"25",1,25,277.547091320115,0.475323280742628
"26",1,26,277.278263972614,0.472564777137567
"27",1,27,277.639576691975,0.472281281110305
"28",1,28,277.650929708849,0.470429169387203
"29",1,29,277.765793193474,0.471983384980498
"30",1,30,277.897022686561,0.473952267856719
"31",1,31,278.247743461362,0.476771395565384
"32",2,1,278.285087091797,0.473906907496603
"33",2,2,278.261507998487,0.472265719230994
"34",2,3,278.256581778987,0.470256939034799
"35",2,4,278.286317779302,0.470925726776801
"36",2,5,278.625141108721,0.469956161794885
"37",2,6,278.545149977692,0.467581574508623
"38",2,7,278.677900807448,0.466081880699585
"39",2,8,278.664264138332,0.466546964333369
"40",2,9,278.9302985588,0.465872436076066
"41",2,10,279.340288231131,0.462961775324123
"42",2,11,279.252845758538,0.460179217216384
"43",2,12,279.307243086481,0.455950533240131
"44",2,13,278.69858191187,0.452731366495726
"45",2,14,278.830179137528,0.451839385162829
"46",2,15,278.679389800463,0.447494399464804
"47",2,16,278.974956141422,0.449556451628414
"48",2,17,278.62565603633,0.454066323557875
"49",2,18,278.140983073372,0.45502147176097
"50",2,19,278.182657254831,0.452764739840802
"51",2,20,278.122179868089,0.450448042540312
"52",2,21,278.587246449223,0.447333788416014
"53",2,22,278.921896516151,0.448673737017441
"54",2,23,279.322827523291,0.446868038705676
"55",2,24,279.321327065585,0.442892966105793
"56",2,25,279.449389129915,0.44356637500032
"57",2,26,279.142442782392,0.439870638453722
"58",2,27,279.332898540801,0.442721362573861
"59",2,28,278.94186614804,0.4450349729301
"60",2,29,279.925049043387,0.447043147417307
"61",3,1,278.837815862887,0.456301666096686
"62",3,2,278.690980698929,0.458426004220562
"63",3,3,279.417555845823,0.459131262321459
"64",3,4,279.602759094033,0.463085851825272
"65",3,5,279.027179003737,0.464531443536059
"66",3,6,279.467129055302,0.47392136719496
"67",3,7,279.739203768264,0.466824071584427
"68",3,8,280.150627510797,0.458792433970494
"69",3,9,280.794496745827,0.454984780756904
"70",3,10,280.943618993797,0.455003276933304
"71",3,11,281.284626665994,0.449440134532633
"72",3,12,281.492795403407,0.452257436000574
"73",3,13,281.230449667765,0.450660517837043
"74",3,14,281.350884118977,0.443818264636502
"75",3,15,281.340851990632,0.440774901173935
"76",3,16,281.469080174555,0.43605474473391
"77",3,17,281.481046652126,0.433875370808018
"78",3,18,281.80584190767,0.430107169036431
"79",3,19,281.659999368226,0.429750246756377
"80",3,20,281.940640033932,0.429596255331982
"81",3,21,281.77602872514,0.430854098390086
"82",3,22,281.64570292397,0.434035383297268
"83",3,23,281.571467180839,0.437801517716376
"84",3,24,281.949644953027,0.442274381988459
"85",3,25,281.764141938415,0.441468646971731
"86",3,26,281.436909353559,0.440194063815437
"87",3,27,281.478105040688,0.442890839636128
"88",3,28,280.859161159252,0.438666288094264
"89",3,29,281.103190501663,0.438271733873804
"90",3,30,280.978008980943,0.444361136912256
"91",3,31,281.608933756781,0.43821419509939
"92",4,1,282.33234868855,0.431100693390936
"93",4,2,282.151023426966,0.434005460786073
"94",4,3,281.896015873505,0.442855113153524
"95",4,4,281.84688742791,0.438951327483236
"96",4,5,282.291286568174,0.43553635807192
"97",4,6,282.67313293359,0.439450981891646
"98",4,7,282.769612580649,0.438123430843344
"99",4,8,282.97617563252,0.434129350802216
"100",4,9,282.642915109821,0.433200111734319
"101",4,10,282.104188822127,0.441538606574206
"102",4,11,281.795651041743,0.437256618044766
"103",4,12,282.277387644301,0.433679922495522
"104",4,13,282.532447243577,0.428371752594313
"105",4,14,283.097537434633,0.422379436601078
"106",4,15,283.124491238691,0.428771168447298
"107",4,16,283.178045058099,0.425481940224253
"108",4,17,283.31870038395,0.426070279235375
"109",4,18,283.380943517627,0.437515662330985
"110",4,19,283.5333905528,0.445402239753485
"111",4,20,283.727236066155,0.443338424624696
"112",4,21,283.940759470354,0.440579053860415
"113",4,22,284.166071148099,0.438122052875076
"114",4,23,284.835896402693,0.436146835471084
"115",4,24,284.893664746823,0.429879015433682
"116",4,25,285.021099311751,0.433292684800556
"117",4,26,285.036741909648,0.425335877796927
"118",4,27,285.106247815007,0.413895490451104
"119",4,28,284.702751387441,0.410363324389978
"120",4,29,284.304997711435,0.415683267110334
"121",4,30,283.946704468986,0.428117807035669
"122",5,1,283.704709890444,0.42887562605131
"123",5,2,284.094846173481,0.428513827283858
"124",5,3,284.696267684605,0.422794616841495
"125",5,4,284.750569140018,0.420054345337048
"126",5,5,284.857514972766,0.416031989252073
"127",5,6,284.925012699993,0.402954637189169
"128",5,7,285.262297556844,0.398757392202575
"129",5,8,285.460366893454,0.410544368998145
"130",5,9,285.322940776369,0.415022405612243
"131",5,10,285.567999852662,0.416034844300788
"132",5,11,285.813413493967,0.417689360934579
"133",5,12,285.79071723942,0.420385088416598
"134",5,13,285.618500454125,0.427557075796772
"135",5,14,285.237605336132,0.426785417408345
"136",5,15,285.892891591018,0.415226019810552
"137",5,16,286.321810422707,0.405426601383517
"138",5,17,286.692134699623,0.40696896099861
"139",5,18,287.08753630594,0.396373122851195
"140",5,19,287.587492421616,0.382348776838304
"141",5,20,287.615859075796,0.373199825730354
"142",5,21,287.934946566876,0.37219890953296
"143",5,22,288.305861874784,0.37247380501238
"144",5,23,288.225317476839,0.372669435803868
"145",5,24,288.042072745365,0.373116341637949
"146",5,25,287.837718861107,0.378281246637694
"147",5,26,287.884056363653,0.378523778971314
"148",5,27,288.178062792245,0.366713700586585
"149",5,28,288.622097799074,0.359616830542879
"150",5,29,289.287835779283,0.360160556992327
"151",5,30,289.760764877098,0.360826624812699
"152",5,31,289.844596556387,0.357960345742875
"153",6,1,289.917971311368,0.353252460016936
"154",6,2,290.50527623676,0.343829913807189
"155",6,3,290.661895479156,0.33686055217853
"156",6,4,289.879189417456,0.342341121017999
"157",6,5,289.260153932287,0.348837578871718
"158",6,6,289.13080032035,0.346581884726541
"159",6,7,289.325716051848,0.347593970579699
"160",6,8,288.599021885949,0.351712677125224
"161",6,9,288.244250551707,0.366671064253742
"162",6,10,288.289722756915,0.375375035189922
"163",6,11,289.18850298056,0.36857540332542
"164",6,12,289.741482939781,0.364881716612614
"165",6,13,290.188437422777,0.35821340318091
"166",6,14,290.113067733946,0.358189402616779
"167",6,15,289.984367065793,0.350614850813144
"168",6,16,290.014732998269,0.35607713369313
"169",6,17,290.444953941573,0.351509920870381
"170",6,18,290.895831998418,0.336371963395416
"171",6,19,291.208373604903,0.326435664231227
"172",6,20,291.739518445357,0.31718328365146
"173",6,21,292.008743959888,0.310382893599483
"174",6,22,292.501230220249,0.302804943266165
"175",6,23,292.66492562943,0.300491307631625
"176",6,24,292.5156793612,0.302900087712105
"177",6,25,292.595944556925,0.308187569293965
