"","Month","Day","mean_temp","mean_mois"
"1",1,1,281.058172117732,0.258374084380528
"2",1,2,281.222339770764,0.254598367654816
"3",1,3,281.051955108966,0.254558471740931
"4",1,4,281.303972756752,0.252976620208337
"5",1,5,281.073106881083,0.251194539206603
"6",1,6,280.760801003908,0.248424805579105
"7",1,7,280.237099708949,0.253182037987222
"8",1,8,279.640868127492,0.250653537800866
"9",1,9,279.989325582107,0.246330510423984
"10",1,10,280.323006767196,0.250023774138395
"11",1,11,280.499784317217,0.251014137604449
"12",1,12,279.946953596418,0.247424727104742
"13",1,13,280.016081075225,0.246019734378082
"14",1,14,280.337427710849,0.243551246002778
"15",1,15,280.486561896145,0.247213686731618
"16",1,16,280.75306173507,0.248423961190015
"17",1,17,280.847788211101,0.250503653973743
"18",1,18,280.627988883225,0.245761736515172
"19",1,19,280.968273157807,0.252674548341584
"20",1,20,280.701073647334,0.26318703315882
"21",1,21,280.71441651441,0.26222529627533
"22",1,22,280.896507951475,0.255756999362742
"23",1,23,281.452595341491,0.249055580931347
"24",1,24,281.647132369683,0.242906342985059
"25",1,25,281.258944969133,0.240459600287796
"26",1,26,281.241505384531,0.245968871197984
"27",1,27,281.34173650152,0.255744778770292
"28",1,28,281.182067718786,0.265609018846963
"29",1,29,280.959664101525,0.260746773452155
"30",1,30,281.236431163315,0.255372429399332
"31",1,31,281.434548399398,0.251128594073822
"32",2,1,281.518639160358,0.246529701336598
"33",2,2,281.356903653818,0.246307293165442
"34",2,3,281.23316015551,0.243368412484703
"35",2,4,281.583058229154,0.240768424393358
"36",2,5,281.755994586321,0.242416848923981
"37",2,6,282.000682825613,0.236305580157984
"38",2,7,281.694905139603,0.23157047607518
"39",2,8,281.544426531614,0.229382848877317
"40",2,9,281.652852426869,0.225365258763844
"41",2,10,282.094886800846,0.222708569340608
"42",2,11,282.453555207562,0.220185078381715
"43",2,12,282.393669775589,0.221481609203821
"44",2,13,282.674260561792,0.227120831002093
"45",2,14,283.041992764547,0.224079235870038
"46",2,15,282.522792560764,0.22916101618895
"47",2,16,282.285875196358,0.229622993113599
"48",2,17,282.067080840637,0.227441750479487
"49",2,18,281.993747345138,0.230537687455134
"50",2,19,282.245077453812,0.237165887695624
"51",2,20,282.386473933315,0.239185081212396
"52",2,21,282.321635991524,0.239869940038774
"53",2,22,282.653608296765,0.234579362680233
"54",2,23,283.115596324816,0.227366545567625
"55",2,24,282.889235064401,0.227952088290037
"56",2,25,283.159712605884,0.2313357513926
"57",2,26,283.490210306379,0.226037794342279
"58",2,27,283.169310308124,0.220237825995427
"59",2,28,283.248555356881,0.220583787073399
"60",2,29,283.900356371613,0.198511253686626
"61",3,1,283.789718119282,0.216053374922706
"62",3,2,284.069372745282,0.21656194551326
"63",3,3,284.354102527233,0.225748169355783
"64",3,4,284.518795245311,0.240390696225789
"65",3,5,284.230695686757,0.236961760408435
"66",3,6,283.987810082201,0.228106240907476
"67",3,7,284.200297934643,0.221594929058956
"68",3,8,284.336587583358,0.220207367777341
"69",3,9,284.573354904348,0.213165770659311
"70",3,10,285.01152197977,0.206333774519744
