,Temp,FM,Psi,Date
0,24.63859918,0,-0.050794054,0
1,24.54596315,0,-0.055883531,0
2,24.65284746,0,-0.056330048,0
3,24.66053803,0,-0.058174254,0
4,24.73122724,0,-0.061612065,0
5,24.79555598,0,-0.064894871,0
6,24.70409531,0,-0.060724332,0
7,24.70163349,0,-0.06500028,0
8,24.45370663,0,-0.063004476,0
9,24.84477808,0,-0.055899658,0
10,25.01045824,0,-0.052567493,0
11,25.03300265,0,-0.051407977,0
12,24.73161639,0,-0.039625328,0
13,24.3627428,0,-0.038079679,0
14,24.57729605,0,-0.038040389,0
15,24.62642576,0,-0.039328712,0
16,24.79017191,0,-0.041877052,0
17,24.90786299,0,-0.044797945,0
18,25.07516704,0,-0.045112781,0
19,25.34321373,0,-0.049526674,0
20,25.53415302,0,-0.055020742,0
21,25.60346958,0,-0.059288601,0
22,25.76872194,0,-0.06516418,0
23,25.85895567,0,-0.066732284,0
24,25.66407967,0,-0.065919403,0
25,25.75885469,0,-0.067373008,0
26,25.88426294,0,-0.060808944,0
27,25.82136932,0,-0.055751093,0
28,25.74222999,0,-0.050572668,0
29,25.8489472,0,-0.054603608,0
30,25.87028644,0,-0.056790169,0
31,25.68877523,0,-0.04789295,0
32,25.77017185,0,-0.050513068,0
33,25.6400079,0,-0.054662862,0
34,25.58496197,0,-0.046963759,0
35,25.63783183,0,-0.045354974,0
36,25.49004949,0,-0.044934902,0
37,25.34721174,0,-0.042575928,0
38,25.00926165,0,-0.036685281,0
39,24.88922699,0,-0.034395629,0
40,24.87782501,0,-0.03457234,0
41,25.11210744,0,-0.039813193,0
42,25.28868159,0,-0.042717061,0
43,25.10086034,0,-0.042007133,0
44,25.10781586,0,-0.044588204,0
45,24.9281153,0,-0.036865986,0
46,24.86139671,0,-0.039873811,0
47,24.80709072,0,-0.042832676,0
48,24.86118731,0,-0.044861726,0
49,25.11390029,0,-0.045959012,0
50,24.98206284,0,-0.040790699,0
51,25.10409584,0,-0.046271669,0
52,25.14679888,0,-0.049741019,0
53,25.25183227,0,-0.051460205,0
54,25.20209792,0,-0.055928488,0
55,24.9789662,0,-0.050805156,0
56,24.84891167,0,-0.049799808,0
57,24.49422661,0,-0.038770291,0
58,24.66803539,0,-0.04224636,0
59,24.43968195,0,-0.043648957,0
60,23.97466348,0,-0.036418752,0
61,23.49933195,0,-0.028424193,0
62,23.3824056,0,-0.029878942,0
63,23.13539464,0,-0.031572017,0
64,23.10024645,0,-0.033237785,0
65,23.26115925,0,-0.030359226,0
66,23.3280652,0,-0.030080973,0
67,23.13571443,0,-0.024425352,0
68,22.66648241,0,-0.023881135,0
69,22.4781569,0,-0.025878246,0
70,22.41318696,0,-0.024447502,0
71,22.27427013,0,-0.021153963,0
72,22.414819,0,-0.02280876,0
73,22.35888592,0,-0.019292324,0
74,22.19946623,0,-0.015851067,0
