"","Year","Month","Day","Hour","soil_temp","soil_mois"
"1","2015","1","1","0","278.180890499735","0.278603299486532"
"2","2015","1","1","1","277.892294099591","0.278559544638436"
"3","2015","1","1","2","277.490176388202","0.278531700644193"
"4","2015","1","1","3","277.197039135608","0.278523745217266"
"5","2015","1","1","4","277.447290559509","0.278519767503803"
"6","2015","1","1","5","277.030541212449","0.278515789790339"
"7","2015","1","1","6","276.895829256437","0.278527722930729"
"8","2015","1","1","7","276.592601220622","0.278551589211509"
"9","2015","1","1","8","276.55021993109","0.278579433205752"
"10","2015","1","1","9","277.179884804131","0.278511812076876"
"11","2015","1","1","10","278.275239322859","0.278285082409467"
"12","2015","1","1","11","279.292390271618","0.277887311063136"
"13","2015","1","1","12","279.979068069862","0.277290654043639"
"14","2015","1","1","13","280.837289182877","0.276666153029899"
"15","2015","1","1","14","281.612261334312","0.276149050279668"
"16","2015","1","1","15","281.927598309994","0.275866632623773"
"17","2015","1","1","16","281.984106696036","0.275874588050699"
"18","2015","1","1","17","280.374626772157","0.275954142319966"
"19","2015","1","1","18","278.888254403584","0.276033696589232"
"20","2015","1","1","19","278.27120300957","0.276117228571961"
"21","2015","1","1","20","278.103191468927","0.276192805127764"
"22","2015","1","1","21","277.729327950559","0.276280314823957"
"23","2015","1","1","22","277.212175310441","0.276411579368247"
"24","2015","1","1","23","277.216716162891","0.27649908906444"
"25","2015","1","2","0","277.057281787986","0.276562732479853"
"26","2015","1","2","1","277.034577525737","0.276634331322192"
"27","2015","1","2","2","276.456880186289","0.276705930164532"
"28","2015","1","2","3","276.464952812866","0.276777529006871"
"29","2015","1","2","4","276.042148995872","0.276841172422284"
"30","2015","1","2","5","275.988667844797","0.276896860410771"
"31","2015","1","2","6","275.869092063618","0.276964481539647"
"32","2015","1","2","7","275.423583984375","0.277024147241597"
"33","2015","1","2","8","275.746993586634","0.277059946662767"
"34","2015","1","2","9","277.067877110369","0.27699232553389"
"35","2015","1","2","10","277.329228395814","0.275651836096754"
"36","2015","1","2","11","278.815600764387","0.275337596733152"
"37","2015","1","2","12","279.877151159322","0.274788672275215"
"38","2015","1","2","13","280.758581073747","0.274192015255718"
"39","2015","1","2","14","281.951311650565","0.273694801072804"
"40","2015","1","2","15","282.726283802","0.273480004545785"
"41","2015","1","2","16","282.45332811585","0.273491937686175"
"42","2015","1","2","17","281.836276721836","0.273563536528514"
"43","2015","1","2","18","280.943746945867","0.273627179943927"
"44","2015","1","2","19","280.14001606225","0.27370275649973"
"45","2015","1","2","20","279.731339341766","0.27377435534207"
"46","2015","1","2","21","279.107728938659","0.27382208790363"
"47","2015","1","2","22","278.843854957408","0.274156215834548"
"48","2015","1","2","23","278.455864342529","0.274211903823035"
"49","2015","1","3","0","278.162727089936","0.274275547238447"
"50","2015","1","3","1","278.048701239529","0.274315324373081"
"51","2015","1","3","2","277.967470434594","0.27435112379425"
"52","2015","1","3","3","277.946784328989","0.274390900928884"
"53","2015","1","3","4","277.724787098109","0.274418744923127"
"54","2015","1","3","5","278.028519673086","0.274454544344297"
"55","2015","1","3","6","277.839822026838","0.274486366052003"
"56","2015","1","3","7","277.272215470611","0.274522165473173"
"57","2015","1","3","8","277.08200420688","0.274546031753953"
"58","2015","1","3","9","276.091593833659","0.27443465577698"
"59","2015","1","3","10","281.334260256551","0.272843570391655"
"60","2015","1","3","11","283.166241950471","0.272266801939474"
"61","2015","1","3","12","284.693481991093","0.271475236960275"
"62","2015","1","3","13","285.568352896424","0.27060411771181"
"63","2015","1","3","14","286.083991919058","0.26987221843456"
"64","2015","1","3","15","286.299430140844","0.269486380228619"
"65","2015","1","3","16","285.112249494798","0.269526157363252"
"66","2015","1","3","17","283.348885126786","0.269625600199835"
"67","2015","1","3","18","282.188445056278","0.269725043036417"
"68","2015","1","3","19","281.401363964976","0.269828463586464"
"69","2015","1","3","20","280.252528295173","0.26991995099612"
"70","2015","1","3","21","279.999754175467","0.270011438405776"
"71","2015","1","3","22","279.847383348817","0.269729020749881"
"72","2015","1","3","23","279.168273637989","0.269824485873"
"73","2015","1","4","0","278.959898964459","0.269915973282656"
"74","2015","1","4","1","278.954349033687","0.270003482978849"
"75","2015","1","4","2","278.18795404799","0.270098948101969"
"76","2015","1","4","3","277.955361494728","0.270174524657772"
"77","2015","1","4","4","277.78533179744","0.270242145786648"
"78","2015","1","4","5","277.907934813585","0.270293856061671"
"79","2015","1","4","6","277.957379651372","0.270349544050157"
"80","2015","1","4","7","277.938711702412","0.270385343471327"
"81","2015","1","4","8","278.626903118139","0.270401254325181"
"82","2015","1","4","9","279.76514346556","0.270309766915524"
"83","2015","1","4","10","281.443240715347","0.268794258086002"
"84","2015","1","4","11","283.363516762458","0.268273177622308"
"85","2015","1","4","12","284.887225028951","0.267493545783499"
"86","2015","1","4","13","285.726778193006","0.26667811452352"
"87","2015","1","4","14","286.312548159032","0.26598201466744"
"88","2015","1","4","15","286.306493689099","0.265580265607645"
"89","2015","1","4","16","285.472994994978","0.265588221034572"
"90","2015","1","4","17","284.014876819426","0.265687663871155"
"91","2015","1","4","18","283.180873586143","0.265795062134664"
"92","2015","1","4","19","282.104691555537","0.26589848268471"
"93","2015","1","4","20","281.304996985208","0.266009858661683"
"94","2015","1","4","21","280.782294414318","0.266113279211729"
"95","2015","1","4","22","280.328713708498","0.265373424507553"
"96","2015","1","4","23","280.256060069301","0.265472867344136"
"97","2015","1","5","0","279.83931072224","0.265568332467255"
"98","2015","1","5","1","279.267163313563","0.265659819876911"
"99","2015","1","5","2","278.720747402102","0.265743351859641"
"100","2015","1","5","3","278.2293262592","0.265826883842371"
"101","2015","1","5","4","277.697037444249","0.265902460398173"
"102","2015","1","5","5","277.434172541321","0.265985992380903"
"103","2015","1","5","6","277.045677387281","0.266085435217486"
"104","2015","1","5","7","276.953851259963","0.266168967200215"
"105","2015","1","5","8","277.275242705578","0.266236588329092"
"106","2015","1","5","9","278.394310564876","0.266192833480995"
"107","2015","1","5","10","279.901369039054","0.265671753017301"
"108","2015","1","5","11","281.587538915419","0.265194427401704"
"109","2015","1","5","12","282.991671400734","0.264482416691771"
"110","2015","1","5","13","284.15110239292","0.263714717993351"
"111","2015","1","5","14","284.785812657572","0.263086239266148"
"112","2015","1","5","15","284.693986530254","0.26271631191406"
"113","2015","1","5","16","284.278246261515","0.26271631191406"
"114","2015","1","5","17","282.44374187179","0.262835643317959"
"115","2015","1","5","18","280.896824803886","0.262943041581469"
"116","2015","1","5","19","280.24193297279","0.263046462131515"
"117","2015","1","5","20","279.590068376661","0.263157838108487"
"118","2015","1","5","21","279.384720938097","0.263265236371997"
"119","2015","1","5","22","279.454851881489","0.266340008879138"
"120","2015","1","5","23","279.399352573769","0.266447407142647"
"121","2015","1","6","0","278.920040370733","0.266554805406157"
"122","2015","1","6","1","278.995721244896","0.26665424824274"
"123","2015","1","6","2","278.429628306153","0.266745735652396"
"124","2015","1","6","3","279.278263175107","0.266833245348589"
"125","2015","1","6","4","278.970494286842","0.266916777331318"
"126","2015","1","6","5","278.483109457228","0.267004287027511"
"127","2015","1","6","6","278.292393654336","0.267107707577557"
"128","2015","1","6","7","278.131445661948","0.267191239560287"
"129","2015","1","6","8","278.045169465402","0.26726681611609"
"130","2015","1","6","9","278.752533369251","0.26724294983531"
"131","2015","1","6","10","280.618823726125","0.267123618431411"
"132","2015","1","6","11","282.368565536787","0.266713913944689"
"133","2015","1","6","12","283.657663093374","0.266105323784802"
"134","2015","1","6","13","284.485611856723","0.265397290788333"
"135","2015","1","6","14","284.922542770228","0.264792678341909"
"136","2015","1","6","15","284.935660788416","0.264422750989821"
"137","2015","1","6","16","284.397822042693","0.264406840135968"
"138","2015","1","6","17","282.73082465445","0.264518216112941"
"139","2015","1","6","18","281.628406587467","0.26462561437645"
"140","2015","1","6","19","280.58401052401","0.264740968066886"
"141","2015","1","6","20","279.781288718715","0.264852344043859"
"142","2015","1","6","21","279.27473140098","0.264963720020832"
"143","2015","1","6","22","279.472510752127","0.265126806272827"
"144","2015","1","6","23","279.346375961854","0.26522624910941"
"145","2015","1","7","0","279.077456588993","0.26533364737292"
"146","2015","1","7","1","278.732856341968","0.265449001063356"
"147","2015","1","7","2","278.633462127233","0.265548443899939"
"148","2015","1","7","3","277.758086682741","0.265655842163448"
"149","2015","1","7","4","278.270698470409","0.265755285000031"
"150","2015","1","7","5","277.861012671604","0.265846772409687"
"151","2015","1","7","6","277.777763710024","0.265950192959733"
"152","2015","1","7","7","277.981597531104","0.266037702655926"
"153","2015","1","7","8","278.968476130198","0.266133167779046"
"154","2015","1","7","9","279.877151159322","0.266137145492509"
"155","2015","1","7","10","280.999246253587","0.264971675447758"
"156","2015","1","7","11","282.121845887014","0.264701190932253"
"157","2015","1","7","12","283.551205330383","0.264176132755096"
"158","2015","1","7","13","284.369063310511","0.263655052291402"
"159","2015","1","7","14","284.863007149219","0.263193637529657"
"160","2015","1","7","15","284.821130398848","0.262931108441079"
"161","2015","1","7","16","284.573401670753","0.262911219873762"
"162","2015","1","7","17","282.926585848953","0.263010662710345"
"163","2015","1","7","18","281.383705094338","0.263110105546928"
"164","2015","1","7","19","281.032545838219","0.263217503810437"
"165","2015","1","7","20","280.368572302224","0.26331694664702"
"166","2015","1","7","21","279.956363807613","0.263412411770139"
"167","2015","1","7","22","280.059794335637","0.263571520308672"
"168","2015","1","7","23","279.591581994144","0.263674940858718"
"169","2015","1","8","0","279.326194395411","0.263770405981838"
"170","2015","1","8","1","278.998243940702","0.263853937964567"
"171","2015","1","8","2","278.485632153034","0.263933492233833"
"172","2015","1","8","3","278.141031906009","0.264009068789636"
"173","2015","1","8","4","277.72075078482","0.264108511626219"
"174","2015","1","8","5","277.621861109247","0.264180110468559"
"175","2015","1","8","6","277.40137749585","0.264255687024362"
"176","2015","1","8","7","277.170298560071","0.264331263580165"
"177","2015","1","8","8","277.563839105721","0.264402862422504"
"178","2015","1","8","9","278.704602148947","0.264359107574408"
"179","2015","1","8","10","280.530529372934","0.263149882681561"
"180","2015","1","8","11","281.829717712742","0.26264471307172"
"181","2015","1","8","12","283.160187480538","0.261892925227154"
"182","2015","1","8","13","284.239396746111","0.261045672259468"
"183","2015","1","8","14","284.932633553449","0.260293884414902"
