"","Year","Month","Day","Hour","soil_temp","soil_mois"
"1","2016","1","1","0","283.89026917751","0.171200349450124"
"2","2016","1","1","1","283.989770260814","0.171242575689614"
"3","2016","1","1","2","283.074548032307","0.171288640678148"
"4","2016","1","1","3","282.441871332805","0.171338544415727"
"5","2016","1","1","4","282.246154579325","0.171376931906172"
"6","2016","1","1","5","281.747241128605","0.171422996894706"
"7","2016","1","1","6","281.466572978529","0.171469061883241"
"8","2016","1","1","7","281.249735712083","0.171499771875597"
"9","2016","1","1","8","281.315913319375","0.171526643118908"
"10","2016","1","1","9","281.81764283849","0.171503610624641"
"11","2016","1","1","10","283.030429627446","0.171319350670504"
"12","2016","1","1","11","284.127757612189","0.171250253187703"
"13","2016","1","1","12","285.461165997415","0.171081348229744"
"14","2016","1","1","13","286.068498081358","0.170747377062871"
"15","2016","1","1","14","286.389529878434","0.170444115888353"
"16","2016","1","1","15","286.521415748286","0.170206113447593"
"17","2016","1","1","16","286.371694778597","0.170087112227213"
"18","2016","1","1","17","286.150633409557","0.170056402234857"
"19","2016","1","1","18","285.909390217017","0.170029530991545"
"20","2016","1","1","19","285.628722066942","0.170021853493456"
"21","2016","1","1","20","285.718366910862","0.1700256922425"
"22","2016","1","1","21","285.436290726589","0.17006791848199"
"23","2016","1","1","22","285.03077687765","0.170140854713836"
"24","2016","1","1","23","284.713030493702","0.170179242204281"
"25","2016","1","2","0","284.981026335998","0.170225307192816"
"26","2016","1","2","1","284.931275794346","0.170252178436127"
"27","2016","1","2","2","284.527639324337","0.170309759671795"
"28","2016","1","2","3","284.584430036978","0.170351985911285"
"29","2016","1","2","4","284.568472316071","0.170398050899819"
"30","2016","1","2","5","284.394345420288","0.170447954637398"
"31","2016","1","2","6","284.004789292257","0.170490180876888"
"32","2016","1","2","7","284.032011286746","0.170528568367333"
"33","2016","1","2","8","283.780911854822","0.170570794606823"
"34","2016","1","2","9","284.563778868745","0.170543923363511"
"35","2016","1","2","10","285.550341496603","0.169196522448884"
"36","2016","1","2","11","286.108861728359","0.168908616270545"
"37","2016","1","2","12","286.656587031266","0.16854777386036"
"38","2016","1","2","13","287.011411649087","0.168198447697308"
"39","2016","1","2","14","287.217453986684","0.16810631772024"
"40","2016","1","2","15","286.939132560271","0.177403767906071"
"41","2016","1","2","16","286.494193753797","0.182866307796426"
"42","2016","1","2","17","285.449432379101","0.184524647383659"
"43","2016","1","2","18","284.848671121414","0.185219460960718"
"44","2016","1","2","19","284.519191119151","0.185192589717406"
"45","2016","1","2","20","283.523241596642","0.185326945933964"
"46","2016","1","2","21","282.950171678176","0.185338462181098"
"47","2016","1","2","22","282.189833211416","0.185004491014224"
"48","2016","1","2","23","282.131165119845","0.184954587276646"
"49","2016","1","3","0","282.127410361985","0.184973781021868"
"50","2016","1","3","1","282.155101701206","0.184954587276646"
"51","2016","1","3","2","282.251317371383","0.184908522288111"
"52","2016","1","3","3","282.227850134754","0.184850941052443"
"53","2016","1","3","4","282.127410361985","0.18479719856582"
"54","2016","1","3","5","281.90165554562","0.184739617330152"
"55","2016","1","3","6","281.921368024388","0.184685874843529"
"56","2016","1","3","7","281.959854292458","0.184697391090663"
"57","2016","1","3","8","282.14853087495","0.184743456079197"
"58","2016","1","3","9","282.343308938966","0.184904683539067"
"59","2016","1","3","10","283.073139998109","0.183722348833354"
"60","2016","1","3","11","283.882759661789","0.183530411381128"
"61","2016","1","3","12","284.551575905698","0.18315037522572"
"62","2016","1","3","13","285.138726166141","0.182678209093244"
"63","2016","1","3","14","285.148582405525","0.182240591702169"
"64","2016","1","3","15","285.180967192072","0.181814490558227"
"65","2016","1","3","16","285.076772661442","0.181495874387531"
"66","2016","1","3","17","284.64873026534","0.181242516950593"
"67","2016","1","3","18","284.473664680092","0.181031385753144"
"68","2016","1","3","19","284.421567414777","0.180839448300918"
"69","2016","1","3","20","283.757444618193","0.180693575837226"
"70","2016","1","3","21","283.236471965043","0.180559219620668"
"71","2016","1","3","22","283.625558748342","0.179872083541699"
"72","2016","1","3","23","283.593173961795","0.179733888576096"
"73","2016","1","4","0","283.951283992744","0.179595693610493"
"74","2016","1","4","1","283.745710999879","0.179507402382469"
"75","2016","1","4","2","283.745710999879","0.179465176142979"
"76","2016","1","4","3","283.969588437314","0.179442143648712"
"77","2016","1","4","4","284.137613851573","0.17986440604361"
"78","2016","1","4","5","284.157795675074","0.179845212298387"
"79","2016","1","4","6","284.176100119644","0.17982217980412"
"80","2016","1","4","7","284.394814765021","0.179806824807942"
"81","2016","1","4","8","283.955508095337","0.179810663556986"
"82","2016","1","4","9","283.793584162601","0.179756921070363"
"83","2016","1","4","10","284.422506104242","0.181603359360778"
"84","2016","1","4","11","284.893258871008","0.181810651809182"
"85","2016","1","4","12","285.521242123184","0.182010266759497"
"86","2016","1","4","13","285.786891241817","0.181975718018097"
"87","2016","1","4","14","285.838988507132","0.181937330527651"
"88","2016","1","4","15","285.747466284281","0.181860555546761"
"89","2016","1","4","16","285.617927138093","0.182002589261408"
"90","2016","1","4","17","285.183783260467","0.184271289946721"
"91","2016","1","4","18","284.854772602937","0.189384503674024"
"92","2016","1","4","19","284.555330663559","0.194447813663748"
