,Temp,FM,Psi,Date
0,26.83002737,0,-0.206296492,0
1,27.1005521,0,-0.222412763,0
2,27.00602717,0,-0.227198025,0
3,27.04461196,0,-0.239546749,0
4,27.24160539,0,-0.264721788,0
5,27.41311101,0,-0.275515239,0
6,27.38700369,0,-0.284091783,0
7,27.16284653,0,-0.271906721,0
8,27.17179737,0,-0.274985296,0
9,27.13710086,0,-0.286650646,0
10,27.3408342,0,-0.307870482,0
11,27.48161931,0,-0.31690433,0
12,27.52983032,0,-0.326096408,0
13,27.30576814,0,-0.285909859,0
14,26.98108851,0,-0.268499628,0
15,26.99229511,0,-0.2766722,0
16,27.25904152,0,-0.29647036,0
17,27.36917919,0,-0.323844474,0
18,27.51831511,0,-0.325135444,0
19,27.78360596,0,-0.322742819,0
20,27.83316295,0,-0.328530415,0
21,27.95310475,0,-0.322708685,0
22,28.05381569,0,-0.310544081,0
23,28.16027915,0,-0.296804444,0
24,28.07545621,0,-0.303031984,0
25,28.14155083,0,-0.324842421,0
26,28.27227691,0,-0.324290319,0
27,28.26065114,0,-0.318361199,0
28,28.08969898,0,-0.31676645,0
29,28.00152741,0,-0.309992962,0
30,28.0404474,0,-0.291183762,0
31,28.31228944,0,-0.264140073,0
32,28.13935202,0,-0.248169005,0
33,28.25155128,0,-0.249070685,0
34,28.01004323,0,-0.256882409,0
35,28.00440321,0,-0.279884648,0
36,28.03761719,0,-0.291270563,0
37,27.95253021,0,-0.282099525,0
38,27.77386655,0,-0.276056586,0
39,27.6924886,0,-0.263324624,0
40,27.30365146,0,-0.217944479,0
41,27.3425692,0,-0.20768971,0
42,27.35365457,0,-0.227537066,0
43,26.93666973,0,-0.236651707,0
44,26.81252475,0,-0.229761071,0
45,27.19091118,0,-0.242451961,0
46,26.93536078,0,-0.221252948,0
47,26.70612633,0,-0.178393915,0
48,26.88221537,0,-0.179576184,0
49,27.05941325,0,-0.181076574,0
50,27.1129342,0,-0.190042349,0
51,26.63060995,0,-0.172838473,0
52,26.45218347,0,-0.146669414,0
53,26.33164139,0,-0.153403393,0
54,26.54425646,0,-0.13826176,0
55,26.59888263,0,-0.143891454,0
56,26.58862281,0,-0.169151357,0
57,26.54489371,0,-0.187862806,0
58,26.42629727,0,-0.177795494,0
59,25.95898855,0,-0.133012498,0
60,25.57678252,0,-0.114389271,0
61,25.3426424,0,-0.100989835,0
62,25.13191045,0,-0.111162413,0
63,24.86263387,0,-0.100340634,0
64,24.84882698,0,-0.100414469,0
65,24.92364504,0,-0.086396783,0
66,24.7879146,0,-0.077115974,0
67,24.39073011,0,-0.075044244,0
68,23.80245967,0,-0.06544623,0
69,23.57443558,0,-0.065511132,0
70,23.57412538,0,-0.066518387,0
71,23.50120973,0,-0.072938,0
72,23.26754522,0,-0.082135611,0
73,23.31303,0,-0.066974193,0
74,23.12840739,0,-0.066925924,0
75,22.80123593,0,-0.069005829,0
76,22.49940562,0,-0.0615021,0
77,22.52912247,0,-0.057563857,0
78,22.62873796,0,-0.057779381,0
79,22.29330331,0,-0.052017016,0
80,22.1472181,0,-0.056391634,0
81,21.93903686,0,-0.057821075,0
82,22.03852537,0,-0.062269675,0
83,22.08179539,0,-0.055435442,0
84,21.72670447,0,-0.046743169,0
85,21.81372601,0,-0.043019349,0
86,21.39056496,0,-0.047360318,0
87,20.77989449,0,-0.044661776,0
88,20.48906228,0,-0.037282148,0
89,20.32783285,0,-0.03070111,0
90,20.08992062,0,-0.028831398,0
91,20.2048924,0,-0.032998158,0
92,20.46736191,0,-0.039211803,0
93,20.48556611,0,-0.040643238,0
94,20.26433151,0,-0.041673824,0
95,19.89021233,0,-0.049697081,0
96,19.871298,0,-0.056686605,0
97,19.82891275,0,-0.065111041,0
98,20.09244,0,-0.062559667,0
99,19.84835196,0,-0.066856355,0
100,19.42419948,0,-0.050367435,0
101,19.20548428,0,-0.037336499,0
102,19.13658468,0,-0.037757117,0
103,18.80864582,0,-0.032084233,0
104,18.59318866,0,-0.029686145,0
105,17.92434485,0,-0.030613579,0
106,17.57116596,0,-0.035592082,0
107,17.52892471,0,-0.036957896,0
108,17.68947289,0,-0.036828285,0
109,17.34326619,0,-0.038097702,0
110,17.66065748,0,-0.031922744,0
111,17.47233767,0,-0.02575967,0
112,17.43398388,0,-0.021832874,0
113,17.28687269,0,-0.018299898,0
114,17.05810907,0,-0.019203854,0
115,16.54260316,0,-0.020388507,0
116,16.553777,0,-0.020877189,0
117,16.32651334,0,-0.022298976,0
118,16.21974832,0,-0.021455963,0
119,16.10448015,0,-0.023375936,0
120,15.68429255,0,-0.026708795,0
121,15.30840249,0,-0.029720258,0
122,15.19241555,0,-0.02789756,0
123,14.94490726,0,-0.029502161,0
124,15.10662268,0,-0.025118787,0
125,15.06995993,0,-0.022862544,0
126,14.67767228,0,-0.021788621,0
127,14.23955849,0,-0.016766494,0
128,13.86641547,0,-0.016763874,0
129,13.45798281,0,-0.017527141,0
130,13.22661323,0,-0.02034912,0
131,13.05584333,0,-0.023056498,0
132,12.42033982,0,-0.025717619,0
133,12.16578847,0,-0.023622388,0
134,12.39662747,0,-0.024370479,0
135,12.81619789,0,-0.025759245,0
136,12.42293146,0,-0.021356505,0
137,11.56447934,0,-0.017928349,0
138,10.89523032,0,-0.017986017,0
139,10.63000555,0,-0.018001196,0
140,10.63678899,0,-0.016490119,0
141,10.96115217,0,-0.016699982,0
142,11.1735141,0,-0.017382972,0
143,11.60949318,0,-0.017205933,0
144,11.51331429,0,-0.013707937,0
145,10.89916994,0,-0.011716413,0
146,10.12654527,0,-0.012170144,0
147,10.53677844,0,-0.014092084,0
148,10.78920705,0,-0.014314989,0
149,10.52715458,0,-0.010806745,0
150,9.808465411,0,-0.01033788,0
151,9.360092643,0,-0.010443592,0
152,9.315712049,0,-0.009677867,0
153,9.280800174,0,-0.009332761,0
154,9.22565319,0,-0.009576522,0
155,8.975484776,0,-0.009259289,0
156,9.175727301,0,-0.00913255,0
157,9.156411292,0,-0.010114338,0
158,9.222084728,0,-0.011078294,0
159,9.321278456,0,-0.012143048,0
160,9.468960566,0,-0.012520765,0
161,9.62700729,0,-0.012579931,0
162,9.276792223,0,-0.01267182,0
163,8.731842417,0,-0.013405862,0
164,8.488193179,0,-0.013839229,0
165,8.486737786,0,-0.014210085,0
166,8.883510403,0,-0.011969298,0
167,8.627324848,0,-0.010745188,0
168,7.758084589,0,-0.011789228,0
169,8.168740051,0,-0.012146249,0
170,8.277730846,0,-0.011602866,0
171,8.376685112,0,-0.009630632,0
172,8.392680027,0,-0.009025751,0
173,8.532057279,0,-0.009539757,0
174,8.621554049,0,-0.00977385,0
175,8.218804374,0,-0.009728883,0
176,8.012412962,0,-0.009826901,0
177,7.914665307,0,-0.010033242,0
178,7.748996489,0,-0.010662371,0
179,7.476111956,0,-0.011645152,0
180,7.901424913,0,-0.012501714,0
181,8.042383497,0,-0.013176817,0
182,8.016896697,0,-0.014262879,0
183,7.80094978,0,-0.01536426,0
184,8.058172118,0,-0.014072207,0
185,8.222339771,0,-0.015221712,0
186,8.051955109,0,-0.015234441,0
187,8.303972757,0,-0.01574948,0
188,8.073106881,0,-0.016354687,0
189,7.760801004,0,-0.017351065,0
190,7.237099709,0,-0.015681442,0
191,6.640868127,0,-0.016543853,0
192,6.989325582,0,-0.018152543,0
193,7.323006767,0,-0.016767337,0
194,7.499784317,0,-0.016417479,0
195,6.946953596,0,-0.017728432,0
196,7.016081075,0,-0.018275187,0
197,7.337427711,0,-0.019285106,0
198,7.486561896,0,-0.017809306,0
199,7.753061735,0,-0.017351379,0
200,7.847788211,0,-0.01659672,0
201,7.627988883,0,-0.018377751,0
202,7.968273158,0,-0.015850169,0
203,7.701073647,0,-0.012752881,0
204,7.714416514,0,-0.013004351,0
205,7.896507951,0,-0.014857493,0
206,8.452595341,0,-0.017117953,0
207,8.64713237,0,-0.019559781,0
208,8.258944969,0,-0.020645035,0
209,8.241505385,0,-0.018295353,0
210,8.341736502,0,-0.014861281,0
211,8.182067719,0,-0.012144745,0
212,7.959664102,0,-0.013402529,0
213,8.236431163,0,-0.014977225,0
214,8.434548399,0,-0.016377608,0
215,8.51863916,0,-0.018074448,0
216,8.356903654,0,-0.018161671,0
217,8.233160156,0,-0.01936251,0
218,8.583058229,0,-0.020504183,0
219,8.755994586,0,-0.019771369,0
220,9.000682826,0,-0.022655997,0
221,8.69490514,0,-0.025239002,0
222,8.544426532,0,-0.026549707,0
223,8.652852427,0,-0.029173717,0
224,9.094886801,0,-0.0310786,0
225,9.453555208,0,-0.033026233,0
226,9.393669776,0,-0.032008019,0
227,9.674260562,0,-0.027990883,0
228,10.04199276,0,-0.030077957,0
229,9.522792561,0,-0.026687079,0
230,9.285875196,0,-0.02640194,0
231,9.067080841,0,-0.027780864,0
232,8.993747345,0,-0.025847979,0
233,9.245077454,0,-0.022221072,0
234,9.386473933,0,-0.021238625,0
235,9.321635992,0,-0.020917179,0
236,9.653608297,0,-0.02355956,0
237,10.11559632,0,-0.027829912,0
238,9.889235064,0,-0.027450726,0
239,10.15971261,0,-0.025375896,0
240,10.49021031,0,-0.028713705,0
241,10.16931031,0,-0.032984065,0
242,10.24855536,0,-0.03270907,0
243,10.78971812,0,-0.036537594,0
244,11.06937275,0,-0.036082247,0
245,11.35410253,0,-0.028910744,0
246,11.51879525,0,-0.020676618,0
247,11.23069569,0,-0.022323364,0
248,10.98781008,0,-0.027351922,0
249,11.20029793,0,-0.031920809,0
250,11.33658758,0,-0.033008407,0
251,11.5733549,0,-0.03925626,0
252,12.01152198,0,-0.046705504,0
253,12.24551246,0,-0.054186456,0
254,12.72751764,0,-0.051883609,0
255,12.13523251,0,-0.040078132,0
256,11.78908944,0,-0.035488715,0
257,11.93955864,0,-0.040802367,0
258,11.87411252,0,-0.03906727,0
259,11.94561568,0,-0.038547819,0
260,12.09726926,0,-0.030457944,0
261,12.20910835,0,-0.033587988,0
262,12.04559737,0,-0.027369247,0
263,12.07858597,0,-0.023672395,0
264,12.40732243,0,-0.022892703,0
265,12.28831681,0,-0.023826194,0
266,12.42515831,0,-0.023583538,0
267,12.64427629,0,-0.028841777,0
268,12.5587846,0,-0.029880111,0
269,12.7764497,0,-0.027094502,0
270,13.32903972,0,-0.027386762,0
271,13.26492959,0,-0.024337785,0
272,13.72176222,0,-0.026951463,0
273,13.7211603,0,-0.02629945,0
274,13.74803264,0,-0.028714056,0
275,13.71355387,0,-0.027620924,0
276,13.82666696,0,-0.029418317,0
277,13.78484225,0,-0.033298144,0
278,13.53209299,0,-0.029137936,0
279,13.93450252,0,-0.026692533,0
280,14.21424348,0,-0.030863252,0
281,14.18177033,0,-0.031328332,0
282,14.1925565,0,-0.026437853,0
283,14.64258057,0,-0.030084832,0
284,14.18556152,0,-0.031602977,0
285,14.34283215,0,-0.033906059,0
286,14.68691308,0,-0.03652438,0
287,15.05932983,0,-0.036855458,0
288,15.16894586,0,-0.03352534,0
289,15.17038306,0,-0.026299327,0
290,15.41130594,0,-0.031273166,0
291,15.63273944,0,-0.032718554,0
292,15.58517522,0,-0.027272991,0
293,15.27388923,0,-0.022172922,0
294,15.35105948,0,-0.023794698,0
295,15.67936083,0,-0.020888191,0
296,16.2521747,0,-0.023266648,0
297,16.84301773,0,-0.03242253,0
298,16.72655628,0,-0.032562921,0
299,17.18060302,0,-0.031358169,0
300,17.31210628,0,-0.030888188,0
301,16.75592002,0,-0.024891598,0
302,16.3738556,0,-0.023495081,0
303,16.74400753,0,-0.027164737,0
304,16.70246663,0,-0.032500796,0
305,16.88744799,0,-0.032481086,0
306,17.1343222,0,-0.030551087,0
307,17.32010732,0,-0.029940722,0
308,17.14894264,0,-0.029193662,0
309,17.13333417,0,-0.026488741,0
310,17.54720252,0,-0.026204804,0
311,18.04884599,0,-0.026389848,0
312,18.60770476,0,-0.024345636,0
313,18.76119073,0,-0.02374406,0
314,18.79452194,0,-0.025562167,0
315,18.79567631,0,-0.031617443,0
316,19.07486147,0,-0.038001367,0
317,19.26353739,0,-0.039036451,0
318,19.09611142,0,-0.046641145,0
319,18.93928255,0,-0.053466043,0
320,19.20017374,0,-0.05964266,0
321,19.53112734,0,-0.068357603,0
322,19.73145203,0,-0.072973159,0
323,19.63005212,0,-0.084512525,0
324,19.39541003,0,-0.085965708,0
325,20.23089622,0,-0.086600328,0
326,20.5169665,0,-0.073884067,0
327,20.4214906,0,-0.07667082,0
328,20.48844405,0,-0.082176433,0
329,20.99452398,0,-0.089658732,0
